difference_variable,multiplier,multiplier_unit,annual_change,output_variable_name,output_display_name,sum,natural_multiplier_units,display_notes,internal_notes
emission_co2e_subsector_total_*,1.0,,1,change_in_emissions,Change in Emissions,1,,,none
