strategy_code,future_id,region,time_period,difference_variable,difference_value,variable,value
TORNADO:LVST:DEC_EXPORTS,0,iran,7,pop_lvst_buffalo,0.0,cb:lvst:lvst_value:livestock_produced:buffalo,0.0
TORNADO:LVST:DEC_EXPORTS,0,iran,8,pop_lvst_buffalo,0.0,cb:lvst:lvst_value:livestock_produced:buffalo,0.0
TORNADO:LVST:DEC_EXPORTS,0,iran,9,pop_lvst_buffalo,0.0,cb:lvst:lvst_value:livestock_produced:buffalo,0.0
TORNADO:LVST:DEC_EXPORTS,0,iran,10,pop_lvst_buffalo,973.0,cb:lvst:lvst_value:livestock_produced:buffalo,252980.0
TORNADO:LVST:DEC_EXPORTS,0,iran,11,pop_lvst_buffalo,1380.0,cb:lvst:lvst_value:livestock_produced:buffalo,358800.0
TORNADO:LVST:DEC_EXPORTS,0,iran,12,pop_lvst_buffalo,1781.0,cb:lvst:lvst_value:livestock_produced:buffalo,463060.0
TORNADO:LVST:DEC_EXPORTS,0,iran,13,pop_lvst_buffalo,2175.0,cb:lvst:lvst_value:livestock_produced:buffalo,565500.0
TORNADO:LVST:DEC_EXPORTS,0,iran,14,pop_lvst_buffalo,2559.0,cb:lvst:lvst_value:livestock_produced:buffalo,665340.0
TORNADO:LVST:DEC_EXPORTS,0,iran,15,pop_lvst_buffalo,2931.0,cb:lvst:lvst_value:livestock_produced:buffalo,762060.0
TORNADO:LVST:DEC_EXPORTS,0,iran,16,pop_lvst_buffalo,3286.0,cb:lvst:lvst_value:livestock_produced:buffalo,854360.0
TORNADO:LVST:DEC_EXPORTS,0,iran,17,pop_lvst_buffalo,3628.0,cb:lvst:lvst_value:livestock_produced:buffalo,943280.0
TORNADO:LVST:DEC_EXPORTS,0,iran,18,pop_lvst_buffalo,3951.0,cb:lvst:lvst_value:livestock_produced:buffalo,1027260.0
TORNADO:LVST:DEC_EXPORTS,0,iran,19,pop_lvst_buffalo,4255.0,cb:lvst:lvst_value:livestock_produced:buffalo,1106300.0
TORNADO:LVST:DEC_EXPORTS,0,iran,20,pop_lvst_buffalo,4540.0,cb:lvst:lvst_value:livestock_produced:buffalo,1180400.0
TORNADO:LVST:DEC_EXPORTS,0,iran,21,pop_lvst_buffalo,4802.0,cb:lvst:lvst_value:livestock_produced:buffalo,1248520.0
TORNADO:LVST:DEC_EXPORTS,0,iran,22,pop_lvst_buffalo,5042.0,cb:lvst:lvst_value:livestock_produced:buffalo,1310920.0
TORNADO:LVST:DEC_EXPORTS,0,iran,23,pop_lvst_buffalo,5258.0,cb:lvst:lvst_value:livestock_produced:buffalo,1367080.0
TORNADO:LVST:DEC_EXPORTS,0,iran,24,pop_lvst_buffalo,5448.0,cb:lvst:lvst_value:livestock_produced:buffalo,1416480.0
