"","region","time_period","strategy_code","future_id","value","difference_value","difference_variable","variable"
"1967","brazil",29,"PFLO:ALL_PLUR",0,10648742080.3514,-1256.97625502085,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1968","brazil",3,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1969","brazil",30,"PFLO:ALL_PLUR",0,11312211207.7222,-1335.29207230251,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1970","brazil",31,"PFLO:ALL_PLUR",0,11981220948.9616,-1414.26190298959,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1971","brazil",32,"PFLO:ALL_PLUR",0,12658302445.1468,-1494.18452267526,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1972","brazil",33,"PFLO:ALL_PLUR",0,13343258824.2057,-1575.03669260345,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1973","brazil",34,"PFLO:ALL_PLUR",0,14035899564.7785,-1656.7959236554,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1974","brazil",35,"PFLO:ALL_PLUR",0,14736040242.1889,-1739.44044636414,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1975","brazil",4,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1976","brazil",5,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1977","brazil",6,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1978","brazil",7,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1979","brazil",8,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1980","brazil",9,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_diesel","cb:trns:air_pollution:X:diesel"
"1981","brazil",0,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1982","brazil",1,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1983","brazil",10,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1984","brazil",11,"PFLO:ALL_PLUR",0,3712718.69011035,-0.438248874827364,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1985","brazil",12,"PFLO:ALL_PLUR",0,7678979.88261312,-0.906425876633582,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1986","brazil",13,"PFLO:ALL_PLUR",0,11889503.1888397,-1.40343554943843,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1987","brazil",14,"PFLO:ALL_PLUR",0,16333741.9161088,-1.92803296288588,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1988","brazil",15,"PFLO:ALL_PLUR",0,21000078.4983336,-2.47884678084982,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1989","brazil",16,"PFLO:ALL_PLUR",0,25859053.0501173,-3.05239956194424,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1990","brazil",17,"PFLO:ALL_PLUR",0,30910784.5031327,-3.64870534484971,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1991","brazil",18,"PFLO:ALL_PLUR",0,36142688.8007733,-4.26627870901355,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1992","brazil",19,"PFLO:ALL_PLUR",0,41542102.1653534,-4.90362482361636,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1993","brazil",2,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1994","brazil",20,"PFLO:ALL_PLUR",0,47096553.8362629,-5.55927164155146,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1995","brazil",21,"PFLO:ALL_PLUR",0,52965260.2989163,-6.25201305791595,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1996","brazil",22,"PFLO:ALL_PLUR",0,59004771.5510169,-6.9649162514142,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1997","brazil",23,"PFLO:ALL_PLUR",0,65214302.0806116,-7.69788850030822,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1998","brazil",24,"PFLO:ALL_PLUR",0,71596080.322411,-8.45119284876755,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"1999","brazil",25,"PFLO:ALL_PLUR",0,78155187.5896861,-9.22542909440938,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2000","brazil",26,"PFLO:ALL_PLUR",0,85070233.5409059,-10.0416803001832,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2001","brazil",27,"PFLO:ALL_PLUR",0,92207544.8026198,-10.8841676769055,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2002","brazil",28,"PFLO:ALL_PLUR",0,99581144.0414043,-11.7545464584794,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2003","brazil",29,"PFLO:ALL_PLUR",0,107207582.734062,-12.6547703792683,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2004","brazil",3,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2005","brazil",30,"PFLO:ALL_PLUR",0,115105843.471154,-13.5870801420155,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2006","brazil",31,"PFLO:ALL_PLUR",0,123445194.532561,-14.5714561544473,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2007","brazil",32,"PFLO:ALL_PLUR",0,132124367.336897,-15.5959446852009,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2008","brazil",33,"PFLO:ALL_PLUR",0,141170684.360181,-16.6637708761122,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2009","brazil",34,"PFLO:ALL_PLUR",0,150613649.138877,-17.7784173211342,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2010","brazil",35,"PFLO:ALL_PLUR",0,160484852.59803,-18.9436130093205,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2011","brazil",4,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2012","brazil",5,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2013","brazil",6,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2014","brazil",7,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2015","brazil",8,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2016","brazil",9,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_diesel","cb:trns:air_pollution:X:diesel"
"2017","brazil",0,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2018","brazil",1,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2019","brazil",10,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2020","brazil",11,"PFLO:ALL_PLUR",0,432648698.367937,-51.0698011568543,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2021","brazil",12,"PFLO:ALL_PLUR",0,875217186.996916,-103.31053318224,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2022","brazil",13,"PFLO:ALL_PLUR",0,1325110937.70636,-156.415938276752,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2023","brazil",14,"PFLO:ALL_PLUR",0,1779711404.17841,-210.076923542902,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2024","brazil",15,"PFLO:ALL_PLUR",0,2236405907.58985,-263.985088681574,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2025","brazil",16,"PFLO:ALL_PLUR",0,2690157459.4713,-317.545868169908,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2026","brazil",17,"PFLO:ALL_PLUR",0,3140241176.53801,-370.673696870752,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2027","brazil",18,"PFLO:ALL_PLUR",0,3584305931.27997,-423.09104797105,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2028","brazil",19,"PFLO:ALL_PLUR",0,4020120231.73961,-474.5345164242,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2029","brazil",2,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2030","brazil",20,"PFLO:ALL_PLUR",0,4445595641.11088,-524.757583396756,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2031","brazil",21,"PFLO:ALL_PLUR",0,4863506743.22542,-574.087760435867,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2032","brazil",22,"PFLO:ALL_PLUR",0,5268853520.45735,-621.934846052663,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2033","brazil",23,"PFLO:ALL_PLUR",0,5661472863.39232,-668.279586831179,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2034","brazil",24,"PFLO:ALL_PLUR",0,6041543708.2566,-713.143104382384,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2035","brazil",25,"PFLO:ALL_PLUR",0,6409503106.92587,-756.576988257968,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2036","brazil",26,"PFLO:ALL_PLUR",0,6768720916.7694,-798.979016023017,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2037","brazil",27,"PFLO:ALL_PLUR",0,7117505696.65245,-840.149530166148,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2038","brazil",28,"PFLO:ALL_PLUR",0,7456726416.43971,-880.191103787358,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2039","brazil",29,"PFLO:ALL_PLUR",0,7787318658.89476,-919.214172965344,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2040","brazil",3,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2041","brazil",30,"PFLO:ALL_PLUR",0,8110254930.82886,-957.333532289026,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2042","brazil",31,"PFLO:ALL_PLUR",0,8426232525.56944,-994.631490180256,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2043","brazil",32,"PFLO:ALL_PLUR",0,8736620025.85498,-1031.26959398353,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2044","brazil",33,"PFLO:ALL_PLUR",0,9042386306.943,-1067.36220961959,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2045","brazil",34,"PFLO:ALL_PLUR",0,9344467873.00046,-1103.01988192948,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2046","brazil",35,"PFLO:ALL_PLUR",0,9643760515.64549,-1138.34835004981,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2047","brazil",4,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2048","brazil",5,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2049","brazil",6,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2050","brazil",7,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2051","brazil",8,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2052","brazil",9,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_light_diesel","cb:trns:air_pollution:X:diesel"
"2053","brazil",0,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2054","brazil",1,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2055","brazil",10,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2056","brazil",11,"PFLO:ALL_PLUR",0,2107295.44792231,-1.81501457572107,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2057","brazil",12,"PFLO:ALL_PLUR",0,4236224.36679409,-3.64866207030287,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2058","brazil",13,"PFLO:ALL_PLUR",0,6381935.24364603,-5.49676387330789,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2059","brazil",14,"PFLO:ALL_PLUR",0,8539730.5998965,-7.35527404419032,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2060","brazil",15,"PFLO:ALL_PLUR",0,10705061.4709717,-9.22027455759013,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2061","brazil",16,"PFLO:ALL_PLUR",0,12861555.7620414,-11.077664120411,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2062","brazil",17,"PFLO:ALL_PLUR",0,15013580.9918354,-12.9312044786207,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2063","brazil",18,"PFLO:ALL_PLUR",0,17157264.6069542,-14.7775602001268,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2064","brazil",19,"PFLO:ALL_PLUR",0,19288852.9405717,-16.6134982498992,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2065","brazil",2,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2066","brazil",20,"PFLO:ALL_PLUR",0,21404706.8641582,-18.4358842447972,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2067","brazil",21,"PFLO:ALL_PLUR",0,23520120.8598052,-20.257891329551,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2068","brazil",22,"PFLO:ALL_PLUR",0,25615488.9836651,-22.0626328953607,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2069","brazil",23,"PFLO:ALL_PLUR",0,27687305.862756,-23.847089762803,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2070","brazil",24,"PFLO:ALL_PLUR",0,29732167.9686624,-25.6083304712282,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2071","brazil",25,"PFLO:ALL_PLUR",0,31746770.0155732,-27.3435081763885,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2072","brazil",26,"PFLO:ALL_PLUR",0,33737376.9672967,-29.0580188946041,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2073","brazil",27,"PFLO:ALL_PLUR",0,35692269.134318,-30.7417684516987,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2074","brazil",28,"PFLO:ALL_PLUR",0,37608358.8639933,-32.3920974509755,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2075","brazil",29,"PFLO:ALL_PLUR",0,39482643.3594327,-34.0064195820391,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2076","brazil",3,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2077","brazil",30,"PFLO:ALL_PLUR",0,41312201.759823,-35.582219106076,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2078","brazil",31,"PFLO:ALL_PLUR",0,43088177.5517536,-37.1118679038561,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2079","brazil",32,"PFLO:ALL_PLUR",0,44813742.6187768,-38.5980979201978,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2080","brazil",33,"PFLO:ALL_PLUR",0,46486252.0041525,-40.0386310525975,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2081","brazil",34,"PFLO:ALL_PLUR",0,48103128.9986615,-41.4312479801741,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2082","brazil",35,"PFLO:ALL_PLUR",0,49661862.8472583,-42.773786188408,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2083","brazil",4,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2084","brazil",5,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2085","brazil",6,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2086","brazil",7,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2087","brazil",8,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2088","brazil",9,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_public_gasoline","cb:trns:air_pollution:X:gasoline"
"2089","brazil",0,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2090","brazil",1,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2091","brazil",10,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2092","brazil",11,"PFLO:ALL_PLUR",0,45774213.8984004,-39.4253522920501,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2093","brazil",12,"PFLO:ALL_PLUR",0,92998882.6548967,-80.0999820461026,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2094","brazil",13,"PFLO:ALL_PLUR",0,141631760.011486,-121.987502539963,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2095","brazil",14,"PFLO:ALL_PLUR",0,191632224.566242,-165.052926540752,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2096","brazil",15,"PFLO:ALL_PLUR",0,242961202.399217,-209.262599662557,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2097","brazil",16,"PFLO:ALL_PLUR",0,295299783.805633,-254.341844824344,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2098","brazil",17,"PFLO:ALL_PLUR",0,348805449.612851,-300.426300337932,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2099","brazil",18,"PFLO:ALL_PLUR",0,403445780.809737,-347.488043693547,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2100","brazil",19,"PFLO:ALL_PLUR",0,459189548.07364,-395.500177060674,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2101","brazil",2,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2102","brazil",20,"PFLO:ALL_PLUR",0,516006657.693641,-444.436780711728,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2103","brazil",21,"PFLO:ALL_PLUR",0,574214360.722742,-494.571103130175,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2104","brazil",22,"PFLO:ALL_PLUR",0,633494634.735568,-545.629231449154,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2105","brazil",23,"PFLO:ALL_PLUR",0,693819004.396267,-597.586639848296,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2106","brazil",24,"PFLO:ALL_PLUR",0,755159993.503578,-650.419663062335,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2107","brazil",25,"PFLO:ALL_PLUR",0,817491081.550199,-704.105458965664,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2108","brazil",26,"PFLO:ALL_PLUR",0,880910608.409945,-758.728727738565,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2109","brazil",27,"PFLO:ALL_PLUR",0,945283139.695232,-814.172819678332,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2110","brazil",28,"PFLO:ALL_PLUR",0,1010584446.47999,-870.416866399366,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2111","brazil",29,"PFLO:ALL_PLUR",0,1076791114.25582,-927.440700974408,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2112","brazil",3,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2113","brazil",30,"PFLO:ALL_PLUR",0,1143880508.99796,-985.224828707107,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2114","brazil",31,"PFLO:ALL_PLUR",0,1211530165.57537,-1043.49151022611,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2115","brazil",32,"PFLO:ALL_PLUR",0,1279996030.67173,-1102.46119253229,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2116","brazil",33,"PFLO:ALL_PLUR",0,1349258196.76216,-1162.11672926497,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2117","brazil",34,"PFLO:ALL_PLUR",0,1419297398.50004,-1222.44152717191,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2118","brazil",35,"PFLO:ALL_PLUR",0,1490094987.02983,-1283.41952398492,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2119","brazil",4,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2120","brazil",5,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2121","brazil",6,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2122","brazil",7,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2123","brazil",8,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2124","brazil",9,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_freight_gasoline","cb:trns:air_pollution:X:gasoline"
"2125","brazil",0,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2126","brazil",1,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2127","brazil",10,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2128","brazil",11,"PFLO:ALL_PLUR",0,375426.737268706,-0.32335522811001,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2129","brazil",12,"PFLO:ALL_PLUR",0,776491.461785331,-0.668792466881128,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2130","brazil",13,"PFLO:ALL_PLUR",0,1202255.7490881,-1.03550345087625,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2131","brazil",14,"PFLO:ALL_PLUR",0,1651653.12720519,-1.42256962727669,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2132","brazil",15,"PFLO:ALL_PLUR",0,2123508.83841992,-1.82897917670003,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2133","brazil",16,"PFLO:ALL_PLUR",0,2614843.92591443,-2.25216632221632,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2134","brazil",17,"PFLO:ALL_PLUR",0,3125670.41595128,-2.69214142205126,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2135","brazil",18,"PFLO:ALL_PLUR",0,3654715.82017149,-3.14780848137351,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2136","brazil",19,"PFLO:ALL_PLUR",0,4200699.58889303,-3.61806456213036,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2137","brazil",2,"PFLO:ALL_PLUR",0,0,0,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
"2138","brazil",20,"PFLO:ALL_PLUR",0,4762360.69014503,-4.10182353688306,"energy_consumption_trns_road_heavy_regional_gasoline","cb:trns:air_pollution:X:gasoline"
