strategy_code,future_id,region,time_period,difference_variable,difference_value,variable,value
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,7,pop_lvst_buffalo,0.0,cb:lvst:lvst_value:livestock_produced:buffalo,0.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,8,pop_lvst_buffalo,0.0,cb:lvst:lvst_value:livestock_produced:buffalo,0.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,9,pop_lvst_buffalo,0.0,cb:lvst:lvst_value:livestock_produced:buffalo,0.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,10,pop_lvst_buffalo,973.0,cb:lvst:lvst_value:livestock_produced:buffalo,252980.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,11,pop_lvst_buffalo,1380.0,cb:lvst:lvst_value:livestock_produced:buffalo,358800.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,12,pop_lvst_buffalo,1787.0,cb:lvst:lvst_value:livestock_produced:buffalo,464620.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,13,pop_lvst_buffalo,2187.0,cb:lvst:lvst_value:livestock_produced:buffalo,568620.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,14,pop_lvst_buffalo,2577.0,cb:lvst:lvst_value:livestock_produced:buffalo,670020.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,15,pop_lvst_buffalo,2955.0,cb:lvst:lvst_value:livestock_produced:buffalo,768300.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,16,pop_lvst_buffalo,3316.0,cb:lvst:lvst_value:livestock_produced:buffalo,862160.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,17,pop_lvst_buffalo,3664.0,cb:lvst:lvst_value:livestock_produced:buffalo,952640.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,18,pop_lvst_buffalo,3993.0,cb:lvst:lvst_value:livestock_produced:buffalo,1038180.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,19,pop_lvst_buffalo,4302.0,cb:lvst:lvst_value:livestock_produced:buffalo,1118520.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,20,pop_lvst_buffalo,4592.0,cb:lvst:lvst_value:livestock_produced:buffalo,1193920.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,21,pop_lvst_buffalo,4860.0,cb:lvst:lvst_value:livestock_produced:buffalo,1263600.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,22,pop_lvst_buffalo,5105.0,cb:lvst:lvst_value:livestock_produced:buffalo,1327300.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,23,pop_lvst_buffalo,5326.0,cb:lvst:lvst_value:livestock_produced:buffalo,1384760.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,24,pop_lvst_buffalo,5520.0,cb:lvst:lvst_value:livestock_produced:buffalo,1435200.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,25,pop_lvst_buffalo,5688.0,cb:lvst:lvst_value:livestock_produced:buffalo,1478880.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,26,pop_lvst_buffalo,5829.0,cb:lvst:lvst_value:livestock_produced:buffalo,1515540.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,27,pop_lvst_buffalo,5941.0,cb:lvst:lvst_value:livestock_produced:buffalo,1544660.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,28,pop_lvst_buffalo,6024.0,cb:lvst:lvst_value:livestock_produced:buffalo,1566240.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,29,pop_lvst_buffalo,6074.0,cb:lvst:lvst_value:livestock_produced:buffalo,1579240.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,30,pop_lvst_buffalo,6093.0,cb:lvst:lvst_value:livestock_produced:buffalo,1584180.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,31,pop_lvst_buffalo,6345.0,cb:lvst:lvst_value:livestock_produced:buffalo,1649700.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,32,pop_lvst_buffalo,6655.0,cb:lvst:lvst_value:livestock_produced:buffalo,1730300.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,33,pop_lvst_buffalo,7016.0,cb:lvst:lvst_value:livestock_produced:buffalo,1824160.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,34,pop_lvst_buffalo,7419.0,cb:lvst:lvst_value:livestock_produced:buffalo,1928940.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,35,pop_lvst_buffalo,7858.0,cb:lvst:lvst_value:livestock_produced:buffalo,2043080.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,7,pop_lvst_cattle_dairy,0.0,cb:lvst:lvst_value:livestock_produced:cattle_dairy,0.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,8,pop_lvst_cattle_dairy,0.0,cb:lvst:lvst_value:livestock_produced:cattle_dairy,0.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,9,pop_lvst_cattle_dairy,0.0,cb:lvst:lvst_value:livestock_produced:cattle_dairy,0.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,10,pop_lvst_cattle_dairy,44152.0,cb:lvst:lvst_value:livestock_produced:cattle_dairy,11479520.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,11,pop_lvst_cattle_dairy,62599.0,cb:lvst:lvst_value:livestock_produced:cattle_dairy,16275740.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,12,pop_lvst_cattle_dairy,80993.0,cb:lvst:lvst_value:livestock_produced:cattle_dairy,21058180.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,13,pop_lvst_cattle_dairy,99099.0,cb:lvst:lvst_value:livestock_produced:cattle_dairy,25765740.0
TORNADO:AGRC:INC_PRODUCTIVITY,0,iran,14,pop_lvst_cattle_dairy,116736.0,cb:lvst:lvst_value:livestock_produced:cattle_dairy,30351360.0
